target,prediction,probability
0.0,0.0,0.09430145925472648
0.0,0.0,0.036906020384695606
0.0,0.0,0.06975652530485879
0.0,0.0,0.011848648384851947
0.0,0.0,0.012018479362233755
0.0,0.0,0.09780862154632593
0.0,0.0,0.03494314578317228
0.0,0.0,0.30562259962503807
0.0,0.0,0.012523994619363205
0.0,0.0,0.02186283898379642
0.0,0.0,0.02424588748577823
0.0,0.0,0.012214113685528223
0.0,0.0,0.014240818803947923
0.0,0.0,0.026991636635891266
0.0,0.0,0.026403587475771862
0.0,0.0,0.021648947865568566
0.0,0.0,0.021593868936336958
0.0,0.0,0.021593868936336958
0.0,0.0,0.024012835635288488
0.0,0.0,0.05659216622897833
0.0,0.0,0.0196530067455489
0.0,0.0,0.0196530067455489
0.0,0.0,0.01923589940720583
0.0,0.0,0.18241250781514337
0.0,0.0,0.019246804985402426
0.0,0.0,0.014387400109613402
0.0,0.0,0.015403175075632262
0.0,0.0,0.023804629261996463
0.0,0.0,0.021078902997820836
0.0,0.0,0.028475381361703828
0.0,0.0,0.012675417859663389
0.0,0.0,0.038855975722220125
0.0,0.0,0.042369656992272985
0.0,0.0,0.016834736826160514
0.0,0.0,0.029670656196062628
0.0,0.0,0.029670656196062628
0.0,0.0,0.06491535552683154
0.0,0.0,0.019155903045806343
0.0,0.0,0.013829175484708462
0.0,0.0,0.20166441672253002
0.0,0.0,0.018552065539073837
0.0,0.0,0.018552065539073837
0.0,0.0,0.052925617190003556
0.0,0.0,0.06395004341185799
0.0,0.0,0.06395004341185799
0.0,0.0,0.013128482115689004
0.0,0.0,0.02109599215364923
0.0,0.0,0.04004875005313397
0.0,0.0,0.011141710175249397
0.0,0.0,0.011191835320881006
0.0,0.0,0.014200537220591647
0.0,0.0,0.014200537220591647
0.0,0.0,0.014106528465602966
0.0,0.0,0.03700892852212352
0.0,0.0,0.011908113309407296
0.0,0.0,0.02782610891050402
0.0,0.0,0.09543239217894084
0.0,0.0,0.06778605044396634
0.0,0.0,0.017963403310534337
0.0,0.0,0.012394812828286831
0.0,0.0,0.03398874416879077
0.0,0.0,0.382103756691808
0.0,0.0,0.29019752883241096
0.0,0.0,0.03475408633307215
0.0,0.0,0.013468545484492648
0.0,0.0,0.03191212551146524
0.0,0.0,0.05974864021716698
0.0,0.0,0.15331278181063548
0.0,0.0,0.04146977296208663
0.0,0.0,0.027543375868064834
0.0,0.0,0.024899663431561674
0.0,0.0,0.012183696217066976
0.0,0.0,0.01670039706703844
0.0,0.0,0.017148392195226736
0.0,0.0,0.029773371300804916
0.0,0.0,0.029783278278556383
0.0,0.0,0.07532273769994115
0.0,0.0,0.013069826087364197
0.0,0.0,0.013742625448526108
0.0,0.0,0.015484998631813908
0.0,0.0,0.11557361799326088
0.0,0.0,0.01442296939773279
0.0,0.0,0.03182083342293729
0.0,0.0,0.014840981026426331
0.0,0.0,0.020960913028514074
0.0,0.0,0.03736547370521725
0.0,0.0,0.026958572629765348
0.0,0.0,0.02523050706371251
0.0,0.0,0.018489747905094975
0.0,0.0,0.018489747905094975
0.0,0.0,0.027150258122424498
0.0,0.0,0.02555440400987352
0.0,0.0,0.022895722625731797
0.0,0.0,0.03262589508222014
0.0,0.0,0.079202900358616
0.0,0.0,0.079202900358616
0.0,0.0,0.012059430960908108
0.0,0.0,0.2830043585004845
0.0,0.0,0.02909616803864626
0.0,0.0,0.15746536111199413
0.0,0.0,0.012934308567305727
0.0,0.0,0.02247928336767192
0.0,0.0,0.018296565261978804
0.0,0.0,0.039900150918292944
0.0,0.0,0.22920812008091115
0.0,0.0,0.08176978361357483
0.0,0.0,0.020031800107370153
0.0,0.0,0.012185134389550644
0.0,0.0,0.21815747124066964
0.0,0.0,0.13198519356008873
0.0,0.0,0.03372149088458291
0.0,0.0,0.03643720946549905
0.0,0.0,0.012317616507923656
0.0,0.0,0.0122083294574215
0.0,0.0,0.02235649796585665
0.0,0.0,0.0789539725274049
0.0,0.0,0.012106084986656713
0.0,0.0,0.015530059698260787
0.0,0.0,0.07816294600246036
0.0,0.0,0.013458672004491407
0.0,0.0,0.01369644743761836
0.0,0.0,0.03389580143337236
0.0,0.0,0.03389580143337236
0.0,0.0,0.011446389513061114
0.0,0.0,0.016106521185312576
0.0,0.0,0.017326008551193883
0.0,0.0,0.02512772165781685
0.0,0.0,0.02869505159170253
0.0,0.0,0.2328307022174889
0.0,0.0,0.0674881553108853
0.0,0.0,0.022488118524450557
0.0,0.0,0.016456983011628984
0.0,0.0,0.023103096434870445
0.0,0.0,0.02319223409653567
0.0,0.0,0.026197654059449706
0.0,0.0,0.017470921534651778
0.0,0.0,0.02456843007601707
0.0,0.0,0.02400802275599886
0.0,0.0,0.013219959932026579
0.0,0.0,0.027051265856735656
0.0,0.0,0.04391956147124663
0.0,0.0,0.01602237625709694
0.0,0.0,0.034676713896292795
0.0,0.0,0.03679478149204698
0.0,0.0,0.013693480029691977
0.0,0.0,0.013693480029691977
0.0,0.0,0.0391242565782282
0.0,0.0,0.04350503037295911
1.0,0.0,0.4400511344647047
1.0,0.0,0.42833023620855926
0.0,0.0,0.026518696323874446
0.0,0.0,0.013169379671214156
0.0,0.0,0.03264318781827371
0.0,0.0,0.027659392661757945
0.0,0.0,0.015349943263172414
0.0,0.0,0.028606519555037926
0.0,0.0,0.015053222443486116
0.0,0.0,0.08318907637661191
0.0,0.0,0.015654391240325447
0.0,0.0,0.025231464339755105
0.0,0.0,0.05206127900502804
0.0,0.0,0.02863069737223584
0.0,0.0,0.2727526012584868
0.0,0.0,0.1279893173450444
0.0,0.0,0.05232051921246028
0.0,0.0,0.012644820806861407
0.0,0.0,0.011609971758551699
0.0,0.0,0.06843529577453583
1.0,0.0,0.047462444842095504
1.0,0.0,0.047462444842095504
1.0,0.0,0.047462444842095504
0.0,0.0,0.05120722952069576
0.0,0.0,0.016454063331424813
0.0,0.0,0.012940631893000147
0.0,0.0,0.01292265900038527
1.0,0.0,0.262690512765449
1.0,0.0,0.2814631800397291
1.0,0.0,0.13871516987833035
0.0,0.0,0.02310949889983507
0.0,0.0,0.08111805062601442
0.0,0.0,0.058463628358386456
0.0,0.0,0.058463628358386456
0.0,0.0,0.05504727868430936
0.0,0.0,0.022390670211802795
0.0,0.0,0.03081134825771775
0.0,0.0,0.012044288830585946
0.0,0.0,0.04486605675480037
0.0,0.0,0.04486605675480037
0.0,0.0,0.048334748928151254
0.0,0.0,0.04825535652973806
0.0,0.0,0.05298518403181569
0.0,0.0,0.033078416661462565
0.0,0.0,0.03035959564912424
0.0,0.0,0.011666148313483267
0.0,0.0,0.014371016188047538
0.0,0.0,0.019384341047274545
0.0,0.0,0.018007894249217938
0.0,0.0,0.02376731172986242
0.0,0.0,0.10388583768884459
0.0,0.0,0.09355976234134968
0.0,0.0,0.030689453186640566
0.0,0.0,0.049180704755748185
0.0,0.0,0.057883652846946486
0.0,0.0,0.03635057123108951
0.0,0.0,0.016782381467374163
0.0,0.0,0.012783591644577987
0.0,0.0,0.013180495924664715
0.0,0.0,0.06346720872943941
0.0,0.0,0.060692975873704785
1.0,0.0,0.037047445466241107
1.0,0.0,0.0370615828333559
1.0,0.0,0.0370615828333559
0.0,0.0,0.01856300939541975
0.0,0.0,0.04088858669291077
0.0,0.0,0.042082505735021015
0.0,0.0,0.011041896485433795
0.0,0.0,0.010870779398496956
0.0,0.0,0.018942427156714056
0.0,0.0,0.021610678189414218
0.0,0.0,0.027189644057631707
0.0,0.0,0.028538621404376862
0.0,0.0,0.06515156902393714
0.0,0.0,0.024924282803230575
0.0,0.0,0.02513976462439717
0.0,0.0,0.0180207504867944
0.0,0.0,0.09328638273870583
0.0,0.0,0.026292959078506678
0.0,0.0,0.029782331267305822
1.0,0.0,0.06073028987366705
0.0,0.0,0.05901884478797175
0.0,0.0,0.014043783369875861
0.0,0.0,0.01115493553301491
0.0,0.0,0.011605914907716772
0.0,0.0,0.2893592899898783
0.0,0.0,0.01611267051906401
0.0,0.0,0.02014021743734196
0.0,0.0,0.02742103914756615
0.0,0.0,0.022223953137178575
0.0,0.0,0.055024181190173604
0.0,0.0,0.03286706607521441
0.0,0.0,0.03311262891507775
0.0,0.0,0.02104598189634206
0.0,0.0,0.08714805299451352
0.0,0.0,0.015309931351384323
0.0,0.0,0.020906459593897767
0.0,0.0,0.020906459593897767
0.0,0.0,0.028580158425752414
0.0,0.0,0.0365610139824381
0.0,0.0,0.15359225957963882
0.0,0.0,0.11079875465526812
0.0,0.0,0.023827354096088233
0.0,0.0,0.014169892673198917
0.0,0.0,0.01759461597679096
0.0,0.0,0.0354044344680426
1.0,0.0,0.25466922090944344
1.0,0.0,0.2526017269027831
0.0,0.0,0.019721116916718184
0.0,0.0,0.017623704487440467
0.0,0.0,0.017623704487440467
0.0,0.0,0.017623704487440467
0.0,0.0,0.01895044444921695
0.0,0.0,0.015117373541320743
0.0,0.0,0.06124884827350699
0.0,0.0,0.20673762097499457
0.0,0.0,0.21784059895832653
0.0,0.0,0.012199888690173735
0.0,0.0,0.05338804121139152
0.0,0.0,0.060649543437923836
0.0,0.0,0.012546810815953977
0.0,0.0,0.012040821859884462
0.0,0.0,0.01422304172564051
0.0,0.0,0.01422304172564051
0.0,0.0,0.027648969409137688
0.0,0.0,0.037979734105831435
0.0,0.0,0.010870001945761022
0.0,0.0,0.01094150458399304
0.0,0.0,0.014046114143088725
0.0,0.0,0.0156724846396087
0.0,0.0,0.018628193099185855
0.0,0.0,0.025492874311419528
0.0,0.0,0.013864024095051816
0.0,0.0,0.013341691273741012
0.0,0.0,0.013341691273741012
0.0,0.0,0.15320371652608636
0.0,0.0,0.016512328229817432
0.0,0.0,0.10573206147604115
0.0,0.0,0.09668020207849044
0.0,0.0,0.14089727733877153
0.0,0.0,0.16815991127763727
0.0,0.0,0.031153971659509363
0.0,0.0,0.03582304581187245
0.0,0.0,0.03907953164156205
0.0,0.0,0.03393602782916867
0.0,0.0,0.03301479055675971
0.0,0.0,0.02043141419203041
1.0,0.0,0.10836094144002056
0.0,0.0,0.017777328113170784
0.0,0.0,0.017784999197583765
0.0,0.0,0.011047737898290532
0.0,0.0,0.01105472667827837
0.0,0.0,0.026210392267921778
0.0,0.0,0.06057492993304737
0.0,0.0,0.053021190155688125
0.0,0.0,0.013127429999339496
0.0,0.0,0.02355131719812042
0.0,0.0,0.02366515464852086
0.0,0.0,0.030413181130118924
0.0,0.0,0.02608664872103063
0.0,0.0,0.02525700946203228
0.0,0.0,0.02525700946203228
0.0,0.0,0.018693849781602892
0.0,0.0,0.013476753354170317
0.0,0.0,0.017534654584247772
0.0,0.0,0.1642978180923739
0.0,0.0,0.15775625414581043
0.0,0.0,0.27186860823446574
0.0,0.0,0.02660552870946703
0.0,0.0,0.011707991826592325
0.0,0.0,0.04031057291027799
0.0,0.0,0.04812953302672481
0.0,0.0,0.04523644331915098
0.0,0.0,0.04014106083055376
0.0,0.0,0.034203960785023545
0.0,0.0,0.07400344268953196
0.0,0.0,0.04334120117289061
0.0,0.0,0.04236008552406348
0.0,0.0,0.020622556873783945
0.0,0.0,0.012934960589389128
0.0,0.0,0.013028522079544387
0.0,0.0,0.016078014533773752
0.0,0.0,0.015077336925128812
0.0,0.0,0.05198070066530574
0.0,0.0,0.06485579020450594
0.0,0.0,0.15454328891767294
0.0,0.0,0.15256953228461415
0.0,0.0,0.03444329842174957
0.0,0.0,0.034493920684810525
0.0,0.0,0.3076382635279882
0.0,0.0,0.012880474750706227
0.0,0.0,0.048962581054841074
0.0,0.0,0.017453463532656522
0.0,0.0,0.01868006908730267
0.0,0.0,0.01868006908730267
0.0,0.0,0.01836413607094117
0.0,0.0,0.014287240902196097
0.0,0.0,0.013388982992188598
0.0,0.0,0.013388982992188598
0.0,0.0,0.013388982992188598
0.0,0.0,0.014885599778406582
0.0,0.0,0.10117525268858403
0.0,0.0,0.10417930493316713
0.0,0.0,0.17235469238679924
0.0,0.0,0.02760810664238682
0.0,0.0,0.04522822510236573
0.0,0.0,0.030103107661553507
0.0,0.0,0.030103107661553507
0.0,0.0,0.016109077916436124
0.0,0.0,0.021684044489811496
0.0,0.0,0.030780389720601226
0.0,0.0,0.030780389720601226
0.0,0.0,0.016187259102945897
0.0,0.0,0.030473973526805243
0.0,0.0,0.015743318945029398
0.0,0.0,0.05562966714459944
0.0,0.0,0.02640094627758673
0.0,0.0,0.018559669016817142
0.0,0.0,0.021290776087709722
0.0,0.0,0.011320996821671843
0.0,0.0,0.040632663395820924
0.0,0.0,0.06517539635308438
0.0,0.0,0.02818015461952245
0.0,0.0,0.025135615010342338
0.0,0.0,0.026074730693640514
0.0,0.0,0.013462576800929571
0.0,0.0,0.1653854119899207
0.0,0.0,0.0477940677701113
0.0,0.0,0.1344993985001713
0.0,0.0,0.020583721884852843
0.0,0.0,0.01640024263324878
0.0,0.0,0.015066036178581354
0.0,0.0,0.0139617848364436
0.0,0.0,0.02007268144705573
0.0,0.0,0.11484944117354272
0.0,0.0,0.011117394744336347
0.0,0.0,0.14349665973170952
0.0,0.0,0.030387622368376815
0.0,0.0,0.03203054064841162
0.0,0.0,0.0925266309996687
0.0,0.0,0.08123855221732486
0.0,0.0,0.359670466796812
0.0,0.0,0.20618568927792258
0.0,0.0,0.01944625517078088
0.0,0.0,0.016274267767734895
0.0,0.0,0.03555769307331376
0.0,0.0,0.03557842220680849
0.0,0.0,0.022569610222380507
0.0,0.0,0.07812575420444433
0.0,0.0,0.030701495006477803
0.0,0.0,0.03388411559309594
0.0,0.0,0.06058292155081565
0.0,0.0,0.020570146142728764
0.0,0.0,0.02029060696920638
0.0,0.0,0.014761869001157031
0.0,0.0,0.01619856156399166
0.0,0.0,0.37127978998539723
0.0,0.0,0.2788617328017741
0.0,0.0,0.3525261043682761
0.0,0.0,0.0669138395466166
0.0,0.0,0.03067703525385752
0.0,0.0,0.026397461177353632
0.0,0.0,0.013652250913841655
0.0,0.0,0.01367387852423131
0.0,0.0,0.02264488069174563
0.0,0.0,0.048926327760347464
0.0,0.0,0.024818522591817063
0.0,0.0,0.015663082774587948
0.0,0.0,0.015100211400293375
0.0,0.0,0.02070927055455817
0.0,0.0,0.07657682464047254
0.0,0.0,0.12460888072402732
0.0,0.0,0.08419352835245185
0.0,0.0,0.030451730421316065
0.0,0.0,0.020354389166317648
0.0,0.0,0.014918677877158832
0.0,0.0,0.04999320459605028
0.0,0.0,0.013768048901457048
0.0,0.0,0.013741318023912071
0.0,0.0,0.013693367287935687
0.0,0.0,0.014001475619716054
0.0,0.0,0.014001475619716054
0.0,0.0,0.01865780710001488
0.0,0.0,0.026681832597492485
0.0,0.0,0.01595329337659225
0.0,0.0,0.018167954888960513
0.0,0.0,0.3306410868711894
0.0,0.0,0.013957493445871673
0.0,0.0,0.055064716614685205
0.0,0.0,0.03109891222285717
0.0,0.0,0.014895875335392147
0.0,0.0,0.1672159720939502
0.0,0.0,0.16240935259827563
0.0,0.0,0.013259613750593915
0.0,0.0,0.016483784740649612
0.0,0.0,0.09012174385877218
0.0,0.0,0.09306882074883488
0.0,0.0,0.016393989839980683
0.0,0.0,0.01619022082141058
0.0,0.0,0.020271301956342563
0.0,0.0,0.012899763189415735
0.0,0.0,0.011407937273897717
0.0,0.0,0.062179611037414595
0.0,0.0,0.0689431818005517
0.0,0.0,0.07158653886498238
0.0,0.0,0.03319667157787574
0.0,0.0,0.01975683530424391
0.0,0.0,0.01657334402514644
0.0,0.0,0.01656511608927068
0.0,0.0,0.04569982377682686
0.0,0.0,0.05076835737429134
0.0,0.0,0.019720164436401812
0.0,0.0,0.05235788871949933
0.0,0.0,0.01469975586424205
0.0,0.0,0.01471081194026336
0.0,0.0,0.02352658403003154
0.0,0.0,0.023289126348307227
0.0,0.0,0.029901673382354232
0.0,0.0,0.029959703469180823
0.0,0.0,0.21561736373800222
0.0,0.0,0.014746701902173845
0.0,0.0,0.10138598323867017
0.0,0.0,0.014416430678010012
0.0,0.0,0.012057857127713068
0.0,0.0,0.031679392547991736
0.0,0.0,0.029739757272056255
0.0,0.0,0.013739367035062984
0.0,0.0,0.012269891930342858
0.0,0.0,0.012878398022185211
0.0,0.0,0.0166666013702592
0.0,0.0,0.2754341048528471
0.0,0.0,0.3825431450967762
0.0,0.0,0.015151082200834833
0.0,0.0,0.01664046616414776
0.0,0.0,0.03725711392508274
0.0,0.0,0.042814123144690776
0.0,0.0,0.015270083303091925
0.0,0.0,0.01782836630832582
0.0,0.0,0.024800465165129373
0.0,0.0,0.033426471431209345
0.0,0.0,0.01704056628149564
0.0,0.0,0.01827115499373198
0.0,0.0,0.012958554822206125
0.0,0.0,0.012958554822206125
0.0,0.0,0.01326870524139224
0.0,0.0,0.056612891927968305
0.0,0.0,0.054379951241702425
0.0,0.0,0.05220968039033259
0.0,0.0,0.06718787761258223
0.0,0.0,0.038213987388003336
0.0,0.0,0.01683225300027628
0.0,0.0,0.017439348736555647
0.0,0.0,0.022433985273151744
0.0,0.0,0.022468573689115635
0.0,0.0,0.023912906276437457
0.0,0.0,0.02573629538698811
0.0,0.0,0.038633411029699215
0.0,0.0,0.013978850315135528
0.0,0.0,0.03113079774578831
0.0,0.0,0.031022051471301326
0.0,0.0,0.027612875407700178
0.0,0.0,0.0278498254181577
0.0,0.0,0.09452734948698771
0.0,0.0,0.09424101101438025
0.0,0.0,0.014035940294686898
0.0,0.0,0.3304987431378971
0.0,0.0,0.26672587839967543
0.0,0.0,0.011473055239893263
0.0,0.0,0.16044457886269853
0.0,0.0,0.12314763928422612
0.0,0.0,0.028410690033766037
0.0,0.0,0.028410690033766037
0.0,0.0,0.03828017010070152
0.0,0.0,0.016543606720955527
0.0,0.0,0.01195367766861923
0.0,0.0,0.0547668813628586
0.0,0.0,0.059053792944778256
0.0,0.0,0.017046621480406608
0.0,0.0,0.011740870501949054
0.0,0.0,0.027333121676908656
0.0,0.0,0.01394144488646111
0.0,0.0,0.10128468553523695
0.0,0.0,0.06924972521846223
0.0,0.0,0.0707176648685736
0.0,0.0,0.02513729187776412
0.0,0.0,0.025014984589130443
0.0,0.0,0.025451981137229972
0.0,0.0,0.14439206372067973
0.0,0.0,0.0337960127177407
0.0,0.0,0.020684254597985337
0.0,0.0,0.05156148629019869
0.0,0.0,0.026512783211327214
0.0,0.0,0.027118508820684464
0.0,0.0,0.02288202192417557
0.0,0.0,0.015821299409031365
0.0,0.0,0.02037707389522675
0.0,0.0,0.04377809892983872
0.0,0.0,0.05152113815446702
0.0,0.0,0.05004188591485247
0.0,0.0,0.08239148201866568
0.0,0.0,0.03332330468282733
0.0,0.0,0.03420105336518184
0.0,0.0,0.07145326378565735
0.0,0.0,0.21695249067596908
0.0,0.0,0.013840421601394494
0.0,0.0,0.03489666863730452
0.0,0.0,0.014963282079245905
0.0,0.0,0.02240462609191866
0.0,0.0,0.35428334524753424
0.0,0.0,0.013025169086111635
0.0,0.0,0.054702117774192836
0.0,0.0,0.014844493737655987
0.0,0.0,0.3132818732826184
0.0,0.0,0.30371426346671565
0.0,0.0,0.06806664064721557
0.0,0.0,0.07442316157830363
0.0,0.0,0.012545743439750297
0.0,0.0,0.012545743439750297
0.0,0.0,0.013820337652156805
0.0,0.0,0.10496647628552931
0.0,0.0,0.10502816054747639
0.0,0.0,0.011932665205866355
0.0,0.0,0.030203833781640155
0.0,0.0,0.05618546072139649
0.0,0.0,0.014950703276915769
0.0,0.0,0.014731475660363175
0.0,0.0,0.014901891105090319
0.0,0.0,0.015964422067363915
0.0,0.0,0.03187658000587666
0.0,0.0,0.04546653553310515
0.0,0.0,0.0471298294408439
0.0,0.0,0.02698965392351209
0.0,0.0,0.08050218409159404
0.0,0.0,0.04544603593162708
0.0,0.0,0.07147920950074733
0.0,0.0,0.015503970855869591
0.0,0.0,0.029823924807876507
0.0,0.0,0.029823924807876507
0.0,0.0,0.013964267698747103
0.0,0.0,0.012559740561617091
0.0,0.0,0.018303179133693986
0.0,0.0,0.018635912091998268
0.0,0.0,0.015124005521558107
0.0,0.0,0.014346182386433225
0.0,0.0,0.01517918901160844
0.0,0.0,0.0163282543402728
0.0,0.0,0.02280586625056523
0.0,0.0,0.04495312823618359
0.0,0.0,0.025026846806081735
0.0,0.0,0.015234663232582319
0.0,0.0,0.03659694795858149
0.0,0.0,0.047887193692504326
0.0,0.0,0.017150763933679293
0.0,0.0,0.028750715980490994
0.0,0.0,0.013309898147252445
0.0,0.0,0.17362333022472623
0.0,0.0,0.015941179366784186
0.0,0.0,0.01657762883803554
0.0,0.0,0.016425144317113685
0.0,0.0,0.01426507915970869
0.0,0.0,0.05243913153363256
0.0,0.0,0.029138886328675423
0.0,0.0,0.030661787859725054
0.0,0.0,0.06238250206867557
0.0,0.0,0.055631907490925565
0.0,0.0,0.013020873569982577
0.0,0.0,0.21628350743332392
0.0,0.0,0.03766973529250656
0.0,0.0,0.06869481373752749
0.0,0.0,0.016366799656832683
0.0,0.0,0.014665075131236471
0.0,0.0,0.027962158820849944
0.0,0.0,0.024777333291181296
0.0,0.0,0.014786168324633737
0.0,0.0,0.014179939247407722
0.0,0.0,0.1524668260396439
0.0,0.0,0.017238669730696984
0.0,0.0,0.013020380918530507
0.0,0.0,0.013998473268543837
0.0,0.0,0.12899494145381438
0.0,0.0,0.12687028746193194
0.0,0.0,0.014382397034875845
0.0,0.0,0.014268065480133436
0.0,0.0,0.015207963046795009
0.0,0.0,0.038514343865416634
0.0,0.0,0.02729836763079882
0.0,0.0,0.011756645301808963
0.0,0.0,0.02055210638394574
0.0,0.0,0.02112924135388966
0.0,0.0,0.014208291078737547
0.0,0.0,0.014290511781426542
0.0,0.0,0.028978548506435498
0.0,0.0,0.05538987150289943
0.0,0.0,0.06912693741797528
0.0,0.0,0.012741675980221611
0.0,0.0,0.012390851197921956
0.0,0.0,0.024279571775124534
0.0,0.0,0.013377426169060657
0.0,0.0,0.018790818382761146
0.0,0.0,0.07417942593680864
0.0,0.0,0.012357403341624324
1.0,0.0,0.1319970909702735
0.0,0.0,0.012446973889689883
0.0,0.0,0.060643113549462356
0.0,0.0,0.03723015246819259
0.0,0.0,0.017149418948413875
0.0,0.0,0.017319219593228588
0.0,0.0,0.0248832463393014
0.0,0.0,0.024935733422330696
0.0,0.0,0.01315871975892983
0.0,0.0,0.015468822955041277
0.0,0.0,0.08859814453532898
0.0,0.0,0.08859814453532898
0.0,0.0,0.02452897352920184
0.0,0.0,0.012737408605328371
0.0,0.0,0.012737408605328371
0.0,0.0,0.02544406224070671
0.0,0.0,0.025311651267009766
0.0,0.0,0.04590349011396791
0.0,0.0,0.03374148399706465
0.0,0.0,0.0227757577238429
0.0,0.0,0.037506172246006705
0.0,0.0,0.0656370066242835
0.0,0.0,0.0783989428353123
0.0,0.0,0.07787771414052348
0.0,0.0,0.05900737862202427
1.0,0.0,0.4030015647857219
1.0,0.0,0.4226508277549184
0.0,0.0,0.011763115679711571
0.0,0.0,0.0810692735182369
0.0,0.0,0.016563088449817794
0.0,0.0,0.12957797621318698
0.0,0.0,0.058347041226164846
0.0,0.0,0.07634797243734916
0.0,0.0,0.10174243820919204
0.0,0.0,0.13155991072383924
1.0,1.0,0.5236518034893193
0.0,0.0,0.06251161339228233
0.0,0.0,0.06787940256991638
0.0,0.0,0.07104477316165358
0.0,0.0,0.012069553647790027
0.0,0.0,0.01521231795242676
0.0,0.0,0.013646693485218506
0.0,0.0,0.07739991271834538
0.0,0.0,0.10928102757517816
0.0,0.0,0.2448983017323738
0.0,0.0,0.022444617577362713
0.0,0.0,0.014300922390991145
0.0,0.0,0.014178894338253971
0.0,0.0,0.020391927511103507
0.0,0.0,0.17420952369250398
0.0,0.0,0.013020416428701777
0.0,0.0,0.012729510466824164
0.0,0.0,0.0420266581018458
0.0,0.0,0.035842258490847045
0.0,0.0,0.08321127948615613
0.0,0.0,0.028178449691580496
0.0,0.0,0.028178449691580496
0.0,0.0,0.0885522749465522
0.0,0.0,0.038890982926361235
0.0,0.0,0.04088207044986496
0.0,0.0,0.030350249045821422
0.0,0.0,0.11024653557597504
0.0,0.0,0.07349576168396955
0.0,0.0,0.01318623265662174
0.0,0.0,0.0134300580179773
0.0,0.0,0.22007097012177945
0.0,0.0,0.016420511823007706
0.0,0.0,0.016420511823007706
0.0,0.0,0.019790019657550582
0.0,0.0,0.0241012806596036
0.0,0.0,0.019137956838771442
0.0,0.0,0.0276658112963812
0.0,0.0,0.06117892626133634
0.0,0.0,0.05557686911427223
0.0,0.0,0.05643287831288079
0.0,0.0,0.058273324994032843
0.0,0.0,0.02672274097400053
0.0,0.0,0.02917153166447956
0.0,0.0,0.026973004988714012
0.0,0.0,0.020528137427586527
0.0,0.0,0.029562282053537964
0.0,0.0,0.03699481848488626
0.0,0.0,0.013162118505279865
0.0,0.0,0.06363568601224184
0.0,0.0,0.04761261865772193
0.0,0.0,0.017549095563415388
0.0,0.0,0.01757714128092914
0.0,0.0,0.052446116889830176
0.0,0.0,0.20912553366998002
0.0,0.0,0.016440128646519916
0.0,0.0,0.03693008365010802
0.0,0.0,0.027317079313970146
0.0,0.0,0.0885477557514844
0.0,0.0,0.3528788340777373
0.0,0.0,0.3787482306968175
0.0,0.0,0.04268335187276404
0.0,0.0,0.05334831719975993
0.0,0.0,0.05300714907667479
0.0,0.0,0.13337718627364228
0.0,0.0,0.038319754739286206
0.0,0.0,0.0589785219460579
